Iteration,BurnCost,MoveCost,AgentDeathPenalty
0,107,3771,10000
1,11293,2330,40000
2,10184,3742,25000
3,786,3516,5000
4,2266,4788,15000
5,3774,5425,40000
6,9238,2767,40000
7,355,2836,20000
8,117,3558,5000
9,3781,3034,40000
10,2977,3797,40000
11,1546,2644,15000
12,105,3996,40000
13,860,4799,30000
14,50,3884,40000
15,96,1588,40000
16,50,1907,40000
17,1150,3186,40000
18,398,2962,40000
19,1411,3271,40000
20,175,4120,10000
21,1435,4585,10000
22,180,3472,25000
23,451,5140,40000
24,50,3411,30000
25,50,2820,0
26,114,2553,30000
27,170,3925,15000
28,993,5405,30000
29,733,5180,5000
30,904,4281,10000
31,50,3935,10000
32,50,2265,10000
33,3685,4068,10000
34,532,5191,5000
35,597,3728,10000
36,106,4437,40000
37,340,3335,25000
38,301,3053,15000
39,7494,2835,20000
40,10764,2672,25000
41,50,2673,10000
42,50,1985,10000
43,701,3483,40000
44,50,2939,10000
45,225,3165,25000
46,161,2863,0
47,406,4265,10000
48,3780,3747,40000
49,210,4090,10000
50,50,2325,5000
51,249,4479,5000
52,1335,3968,5000
53,2489,4277,10000
54,4207,4636,15000
55,47,2207,30000
56,678,4475,10000
57,116,2877,5000
58,105,1965,10000
59,155,4275,30000
60,503,3614,30000
61,110,4075,5000
62,50,3629,15000
63,437,4125,5000
64,288,2775,40000
65,50,2355,20000
66,50,3632,20000
67,50,1816,10000
68,315,4065,10000
69,373,3126,5000
70,966,3191,5000
71,20,2755,30000
72,434,2464,5000
73,993,4391,40000
74,4915,5491,20000
75,690,3565,5000
76,2258,4876,10000
77,3989,5005,15000
78,5455,4062,20000
79,2524,4906,10000
80,2206,3695,10000
81,5325,5608,10000
82,1665,2437,25000
83,1089,3268,5000
84,1618,5188,5000
85,589,2777,20000
86,1271,2874,5000
87,2356,4015,5000
88,278,4316,5000
89,3996,5522,30000
90,4290,4877,40000
91,2711,5950,15000
92,1380,5673,5000
93,879,3398,10000
94,5933,4015,15000
95,4896,2652,15000
96,5437,4235,10000
97,3003,5295,10000
98,20,4852,0
99,3860,4817,10000
100,2158,3948,35000
101,4420,4769,15000
102,8935,6567,25000
103,6911,4499,15000
104,2023,5399,35000
105,2399,5226,40000
106,143,1890,10000
107,10588,2065,25000
108,434,3601,40000
109,1236,4480,5000
110,6741,3283,5000
111,82,3187,10000
112,12662,3395,10000
113,416,3852,5000
114,3428,3105,10000
115,117,4497,10000
116,50,2574,15000
117,5143,4730,15000
118,4001,4759,20000
119,5418,3875,20000
120,79,2933,15000
121,1946,3657,5000
122,302,4040,10000
123,839,3910,10000
124,2485,4729,10000
125,8393,2588,10000
126,50,2704,25000
127,15783,3200,10000
128,3524,5323,5000
129,882,4621,0
130,866,4369,40000
131,2322,5174,0
132,2797,4270,10000
133,1350,4403,35000
134,111,3804,5000
135,1399,3391,10000
136,2125,3848,5000
137,6437,3474,40000
138,1737,3510,15000
139,2377,3559,15000
140,50,2191,5000
141,251,1825,25000
142,1561,3778,30000
143,1362,1812,15000
144,1147,2712,10000
145,1717,4352,5000
146,3353,3891,20000
147,3803,3916,5000
148,1133,3258,10000
149,3919,5758,10000
150,1373,3700,5000
151,2802,3822,5000
152,1974,2971,20000
153,667,3938,5000
154,11686,4567,20000
155,1725,4262,10000
156,3939,4985,5000
157,735,4469,5000
158,1382,3210,15000
159,1846,2747,10000
160,2311,4062,10000
161,2236,4556,10000
162,474,3671,10000
163,1089,4547,40000
164,718,2826,10000
165,585,3445,5000
166,836,2834,5000
167,3557,4285,20000
168,2279,3292,10000
169,4291,5940,40000
170,2310,4194,20000
171,7033,5752,15000
172,3105,7380,35000
173,3165,5222,15000
174,1637,4587,0
175,1932,4301,5000
176,5310,3843,15000
177,20,5191,20000
178,2401,4288,5000
179,6213,4322,15000
180,1755,3377,5000
181,1444,4648,10000
182,3087,3401,10000
183,5862,3696,20000
184,3363,4673,20000
185,1317,3131,30000
186,511,3299,5000
187,3583,3540,15000
188,2888,3783,15000
189,1983,5365,15000
190,1371,3241,0
191,2595,4162,15000
192,3595,3194,30000
193,20,5750,5000
194,715,3257,5000
195,2449,4996,10000
196,5520,6163,10000
197,1587,3729,10000
198,1232,2637,5000
199,8922,6484,25000
200,922,3516,5000
201,495,2388,20000
202,378,3641,40000
203,933,2724,15000
204,114,2869,10000
205,349,4190,25000
206,4728,3697,40000
207,834,4515,5000
208,263,2735,0
209,530,3789,5000
210,857,2928,15000
211,561,2239,5000
212,578,4430,5000
213,15717,3221,10000
214,9029,3181,40000
215,1128,3659,10000
216,2074,4466,10000
217,413,3249,15000
218,2238,3700,10000
219,50,3191,25000
220,1213,3777,10000
221,269,4255,5000
222,469,4623,15000
223,116,3074,10000
224,117,3341,10000
225,50,1880,0
226,446,4254,30000
227,1870,4859,5000
228,354,2850,0
229,2238,3196,15000
230,521,3574,5000
231,3044,4354,10000
232,685,4585,15000
233,2305,4875,10000
234,469,4716,10000
235,6052,4973,15000
236,213,4329,35000
237,184,3181,5000
238,373,2759,10000
239,220,2145,10000
240,661,3674,5000
241,115,3576,5000
242,986,3855,20000
243,547,3379,15000
244,2061,5503,25000
245,116,3797,5000
246,1877,4722,10000
247,586,3117,40000
248,4513,4041,30000
249,887,4582,10000
250,7094,4370,10000
251,50,3051,5000
252,1052,5317,40000
253,1007,2943,10000
254,4659,5431,35000
255,5735,5711,15000
256,2293,4164,10000
257,50,3885,0
258,301,4769,40000
259,1104,4180,15000
260,329,1593,5000
261,1487,3328,15000
262,109,2784,0
263,2534,4021,10000
264,651,3735,5000
265,50,2391,0
266,5766,4503,15000
267,327,3056,0
268,50,3590,40000
269,1867,3638,5000
270,1004,3496,10000
271,3273,4054,15000
272,107,2785,30000
273,1666,4017,15000
274,1314,2073,20000
275,2712,4590,10000
276,904,3075,10000
277,697,2376,10000
278,1059,3902,5000
279,899,3457,15000
280,672,4185,15000
281,1185,3612,35000
282,5856,3097,40000
283,186,3942,10000
284,248,2704,20000
285,2677,5429,15000
286,739,4641,5000
287,696,4085,15000
288,50,2797,10000
289,355,2550,5000
290,3033,5173,15000
291,166,2736,40000
292,689,3571,5000
293,50,2822,15000
294,234,3475,35000
295,245,2564,5000
296,50,5702,10000
297,1858,4071,0
298,877,3344,5000
299,258,3475,5000
300,2080,5844,5000
301,3683,3906,10000
302,2787,4212,0
303,1116,1921,10000
304,1187,4249,5000
305,2701,4287,20000
306,7732,4389,15000
307,8133,4887,15000
308,1640,3974,15000
309,2530,3624,20000
310,20,2816,0
311,5331,4941,40000
312,2102,4670,15000
313,1667,3565,5000
314,50,2172,10000
315,940,3735,10000
316,208,3184,5000
317,6030,4907,40000
318,3301,3483,20000
319,8941,2642,10000
320,115,2283,5000
321,2884,4841,15000
322,2815,6319,10000
323,2141,3623,10000
324,2053,4880,5000
325,310,2224,10000
326,2413,5605,40000
327,3181,4982,15000
328,602,3926,5000
329,116,2690,5000
330,50,2366,0
331,9379,4339,15000
332,298,2648,5000
333,50,4435,5000
334,289,3908,15000
335,2180,3232,15000
336,2236,3748,15000
337,1912,2789,10000
338,3928,3738,25000
339,3062,3605,30000
340,107,2836,5000
341,107,2895,5000
342,1042,3298,5000
343,890,4028,10000
344,1690,3508,5000
345,2870,4815,10000
346,487,3914,15000
347,411,3309,5000
348,1560,4964,40000
349,2141,4898,40000
350,1937,2847,10000
351,2313,3695,10000
352,1700,4425,10000
353,871,3650,5000
354,1529,3775,5000
355,2239,3524,15000
356,689,3306,10000
357,405,2806,5000
358,162,1745,5000
359,11278,4710,40000
360,462,3866,5000
