Iteration,BurnCost,MoveCost,AgentDeathPenalty
0,1537,3844,10000
1,8982,4441,10000
2,4120,4099,10000
3,301,2930,40000
4,1618,4548,5000
5,4261,4247,15000
6,2041,2570,10000
7,2418,3725,40000
8,1463,4198,35000
9,498,3863,40000
10,2845,4925,30000
11,2325,3458,40000
12,13728,2915,40000
13,3454,3553,40000
14,120,3150,40000
15,20,1230,40000
16,548,2911,25000
17,1289,3626,10000
18,1116,3665,5000
19,50,3348,40000
20,423,5805,35000
21,11829,3332,40000
22,9628,3401,40000
23,13768,4670,40000
24,8423,3294,40000
25,50,2782,40000
26,5708,2311,40000
27,2612,3164,40000
28,10330,4030,40000
29,9012,4420,40000
30,8410,3772,40000
31,2965,6374,15000
32,8409,2366,40000
33,980,3793,35000
34,5690,3502,40000
35,13076,4224,40000
36,13535,4407,40000
37,5634,4172,40000
38,7339,2823,40000
39,11185,2381,40000
40,6902,4830,40000
41,50,3055,40000
42,507,2547,40000
43,3496,4347,35000
44,5085,3392,40000
45,4349,4103,40000
46,4384,3953,40000
47,1841,4470,0
48,3394,4076,40000
49,14741,4060,40000
50,2258,4517,15000
51,475,5151,40000
52,5643,2768,40000
53,2190,4674,15000
54,4946,5147,30000
55,47,2315,10000
56,1023,3917,5000
57,362,3355,5000
58,261,2532,5000
59,50,3267,0
60,12299,4205,15000
61,50,2875,5000
62,1140,5638,40000
63,437,3905,5000
64,166,2550,5000
65,1625,4207,5000
66,275,3352,20000
67,162,2868,15000
68,2729,3601,15000
69,4183,2705,10000
70,2267,5129,5000
71,20,1661,40000
72,436,1680,40000
73,5018,3807,30000
74,11236,1947,40000
75,3688,1746,40000
76,5175,3490,40000
77,11990,4030,40000
78,3123,2624,40000
79,2255,2957,40000
80,3280,3526,35000
81,9335,3795,10000
82,2136,1344,40000
83,837,3905,40000
84,12928,4733,40000
85,2497,3330,10000
86,2450,4289,15000
87,1785,2367,15000
88,4774,6796,40000
89,1320,5045,5000
