Iteration,BurnCost,MoveCost,AgentDeathPenalty
0,362,3656,10000
1,151,3951,5000
2,4055,5511,5000
3,810,3581,5000
4,4965,5262,5000
5,5019,5127,10000
6,4951,3555,10000
7,2229,4370,5000
8,1323,3818,15000
9,2481,4954,10000
10,2411,4110,10000
11,1977,2481,15000
12,1529,5170,15000
13,1898,3642,5000
14,2167,3123,10000
15,119,1353,40000
16,1036,1736,5000
17,5969,4065,15000
18,1587,3846,15000
19,1761,3112,15000
20,50,3925,5000
21,3274,3628,10000
22,9352,3092,25000
23,3970,5624,15000
24,583,3677,0
25,50,3371,5000
26,2263,2421,10000
27,2602,3560,15000
28,2510,4701,20000
29,4007,6245,35000
30,3270,3936,20000
31,3271,6540,10000
32,1695,3721,25000
33,126,2774,10000
34,1951,4637,5000
35,12492,4085,10000
36,2856,4290,10000
37,3227,3884,5000
38,3499,4725,15000
39,2056,3829,10000
40,5427,4674,15000
41,344,2852,15000
42,2555,4782,10000
43,1585,3772,40000
44,4991,5728,40000
45,2156,3383,20000
46,2115,3597,10000
47,1715,4448,5000
48,4821,4753,15000
49,5142,4556,15000
50,1450,3662,10000
51,50,3644,5000
52,156,3927,5000
53,999,3973,10000
54,3139,4312,25000
55,3889,4091,5000
56,3041,3569,20000
57,821,4411,5000
58,882,2562,15000
59,948,3939,10000
60,2783,4129,20000
61,1062,3434,0
62,1993,4787,10000
63,1113,3270,10000
64,1547,3270,10000
65,1883,3221,15000
66,7119,6143,40000
67,5177,2923,40000
68,3376,5221,10000
69,2029,3430,5000
70,2215,4310,5000
71,20,2836,25000
72,719,2562,5000
73,1621,3180,0
74,1950,3872,30000
75,1053,3069,10000
76,5225,4679,35000
77,8408,4076,10000
78,1690,4473,20000
79,1892,3924,10000
80,1720,2844,20000
81,3350,4975,20000
82,167,2265,25000
83,672,3092,15000
84,1287,3947,10000
85,2708,3190,10000
86,1318,3620,15000
87,1972,3572,15000
88,4231,5337,5000
89,2433,4867,15000
90,2993,3385,20000
91,7374,4271,40000
92,1470,3578,0
93,2257,3274,10000
94,2950,4042,40000
95,1782,3268,20000
96,2734,4636,0
97,3498,5722,35000
98,20,5102,0
99,9585,4592,40000
100,2458,4441,10000
101,3137,4668,15000
102,14517,6616,40000
103,3099,4480,15000
104,304,4346,40000
105,2789,4298,10000
