Iteration,BurnCost,MoveCost,AgentDeathPenalty
0,1535,1941,0
1,11283,1149,0
2,6720,1572,0
3,5550,659,10000
4,2339,1454,0
5,1306,1790,0
6,4750,1408,5000
7,1977,921,5000
8,9927,1029,0
9,50,902,0
10,3406,1220,0
11,2278,801,0
12,12624,2652,10000
13,1094,1168,0
14,120,686,0
15,51,559,0
16,50,636,0
17,10737,1363,10000
18,323,914,0
19,212,1552,0
20,108,860,0
21,11758,1498,0
22,10229,1223,5000
23,13500,1170,10000
24,3205,1160,5000
25,50,1448,0
26,1392,542,5000
27,2837,1118,0
28,6776,2652,0
29,3941,1803,5000
30,3119,1287,0
31,4155,3119,0
32,5488,845,10000
33,1727,1736,0
34,3152,1072,0
35,2889,1963,0
36,2440,2195,0
37,3636,1237,0
38,3568,1639,0
39,2308,1475,5000
40,5928,1613,5000
41,6423,1442,0
42,1390,1254,0
43,4152,1824,5000
44,5835,1023,0
45,1913,1077,0
46,2467,940,0
47,5817,1336,0
48,4779,1687,0
49,3934,1851,5000
50,2918,1662,0
51,475,1321,0
52,2832,1176,0
53,3558,1854,0
54,8783,2208,5000
55,183,1080,0
56,3844,1181,5000
57,50,907,0
58,166,559,5000
59,12459,1165,10000
60,1159,1230,0
61,3014,1098,0
62,6837,1120,5000
63,9734,2046,0
64,10393,1305,5000
65,2109,1008,5000
66,7928,2227,0
67,5506,1188,0
68,3518,2589,0
69,2440,1585,0
70,2596,923,0
71,20,621,0
72,665,411,0
73,2103,1193,0
74,3458,2092,0
75,3603,1369,5000
76,1956,1197,0
77,2772,1524,0
78,2708,2235,0
79,4981,1222,0
80,4673,1161,0
81,5371,1965,0
82,1926,1101,0
83,2788,607,0
84,13513,1587,0
85,6836,1242,0
86,5236,1654,5000
87,1724,850,0
88,4566,2510,5000
89,1392,1046,0
90,1277,1342,0
91,827,1522,5000
92,982,958,5000
93,8322,1214,5000
94,8560,1283,0
95,1369,1076,0
96,12996,529,10000
97,7504,2017,0
98,20,1080,0
99,399,1592,0
100,114,755,0
101,4760,1477,10000
102,176,1530,0
103,168,1770,0
104,227,944,0
105,5399,1147,0
106,4478,895,0
107,1554,976,0
108,900,1725,0
109,173,990,0
110,118,558,0
111,82,648,0
112,13370,1085,10000
113,5470,1142,0
114,116,1081,5000
115,7586,1202,0
116,8563,1147,0
117,7298,871,10000
118,3624,2021,0
119,1775,1208,0
120,6855,1109,5000
121,4577,2038,0
122,8624,1787,0
123,218,960,0
124,10345,1935,0
125,8827,716,5000
126,7989,1237,0
127,3806,2523,0
128,5016,1695,0
129,10418,2482,0
130,1447,1593,0
131,1079,1284,0
132,949,1517,5000
133,1501,704,5000
134,3655,1064,5000
135,3238,998,0
136,1251,1459,0
137,477,1301,0
138,669,1145,0
139,1927,1276,5000
140,8964,1029,0
141,361,275,0
142,7047,1327,0
143,1257,1182,0
144,5742,611,0
145,11415,1151,0
146,1444,1862,0
147,628,1186,0
148,682,1447,0
149,5644,1408,5000
150,807,1268,0
151,7818,968,0
152,6580,1426,0
153,13246,1440,0
154,12281,1544,0
155,1790,1447,0
156,11150,1703,0
157,3011,1479,0
158,5422,1484,0
159,4125,1038,0
160,2566,1607,0
161,2345,1329,0
162,2511,1283,0
163,3519,1576,0
164,2039,1403,0
165,781,1836,0
166,8126,1532,0
167,2669,1355,0
168,5054,1022,0
169,107,1341,0
170,2270,1774,0
171,4698,2461,0
172,8337,2332,0
173,14566,1123,10000
174,4710,1844,0
175,1509,1968,0
176,6419,1472,0
177,210,2098,0
178,6886,1419,0
179,12101,2598,0
180,1334,899,0
181,473,1215,0
182,8789,1662,10000
183,6560,1294,0
184,8075,838,10000
185,4082,828,0
186,2051,1254,0
187,5451,1740,0
188,3827,1298,0
189,7219,2083,0
190,2114,1349,0
191,4480,1811,0
192,4631,1224,0
193,20,1064,0
194,1092,1611,0
195,5530,1611,10000
196,5380,2670,0
197,6363,2311,0
198,372,1130,0
199,5123,1561,0
200,4749,950,0
201,126,838,0
202,116,676,0
203,3148,995,0
204,172,745,0
205,10866,1026,0
206,6863,1462,10000
207,6641,2641,0
208,2509,1407,0
209,5311,2054,0
210,5411,1222,0
211,1669,625,0
212,175,2312,0
213,1450,1963,0
214,3549,1386,0
