Iteration,BurnCost,MoveCost,AgentDeathPenalty
0,15825,925,10000
1,11192,1351,0
2,5562,1366,0
3,5405,931,5000
4,2831,1482,0
5,9240,2365,0
6,4858,1332,0
7,1975,1008,0
8,195,946,0
9,50,901,0
10,3280,884,0
11,1338,980,0
12,2145,1450,0
13,1112,1309,0
14,260,625,0
15,20,207,5000
16,1049,1005,5000
17,4746,1481,0
18,5648,867,0
19,1655,1074,0
20,2934,1636,0
21,2885,1870,0
22,157,1290,0
23,13676,1820,10000
24,3147,1163,0
25,50,1370,0
26,1395,1615,5000
27,3111,1302,0
28,7607,2996,5000
29,9022,1633,0
30,50,843,5000
31,930,1917,0
32,7464,963,10000
33,1376,1458,0
34,2456,1257,0
35,5234,1906,0
36,11311,2154,0
37,2982,1296,0
38,6450,1405,0
39,4820,1510,0
40,2756,1558,0
41,2663,1110,0
42,1390,914,0
43,3446,1884,0
44,5410,1043,0
45,1902,912,0
46,1244,1124,0
47,5922,1314,0
48,3904,1859,0
49,8605,2492,5000
50,2911,1826,0
51,50,1088,0
52,5225,1063,0
53,3447,1619,5000
54,2698,2460,0
55,160,796,0
56,3289,1569,0
57,4290,1275,0
58,2241,681,0
59,1383,1759,5000
60,12584,1120,0
61,3240,854,0
62,9276,2066,0
63,1176,1670,0
64,2327,1630,0
65,1844,840,5000
66,10081,1719,10000
67,5586,989,5000
68,18904,617,10000
69,5592,1022,0
70,3286,1391,0
71,20,1068,0
72,598,888,0
73,5920,1061,0
74,8828,2110,0
75,3413,2077,0
76,2442,1335,0
77,3083,1496,0
78,11220,1826,0
79,5414,895,0
80,2367,1241,5000
81,6840,2131,0
82,1959,941,0
83,1261,1061,0
84,4914,1390,0
85,2367,1383,0
86,7942,1203,0
87,1874,1146,0
88,9789,2056,5000
89,1096,1185,0
90,1062,1437,0
91,1324,1023,0
92,1491,922,0
93,8547,882,0
94,2125,1123,5000
95,2012,883,0
96,1072,1785,0
97,473,1563,0
98,20,1092,0
99,818,1421,0
100,592,1181,0
101,259,1599,0
102,17478,2027,0
103,5743,1792,5000
104,2497,1571,0
105,3307,1248,5000
106,4687,834,0
107,3971,1166,0
108,4504,1293,0
109,2820,1064,0
110,1670,1327,0
111,82,1572,0
112,8718,2487,5000
113,289,953,5000
114,1727,1625,0
115,5065,1644,0
116,8415,1040,0
117,50,1185,0
118,113,1026,0
119,50,615,5000
120,50,623,0
121,8571,1426,5000
122,9411,1092,10000
123,1278,1500,5000
124,11891,1670,5000
125,4375,1409,0
126,4906,1651,0
127,3861,2413,0
128,4693,2092,0
129,6846,2654,5000
130,164,828,0
131,5920,1774,5000
132,10161,1166,10000
133,6343,1105,5000
134,1704,1465,0
135,2055,1298,0
136,6759,1165,0
137,2672,1706,0
138,8269,1476,0
139,2863,528,5000
140,4015,1143,0
141,361,700,0
142,4629,1808,0
143,2469,1463,0
144,5680,1072,0
145,11310,1695,0
146,5293,1976,10000
147,7080,1955,0
148,12919,1450,10000
149,8160,1936,0
150,50,866,0
151,50,792,0
152,1515,2232,10000
153,13367,981,10000
154,11987,2032,0
155,1616,1389,0
156,9021,1840,10000
157,214,863,0
158,211,1291,5000
159,10383,960,5000
160,292,1169,0
161,273,1178,0
162,7184,901,0
163,175,1046,0
164,316,693,0
165,137,1072,0
166,222,695,0
167,346,1291,0
168,199,1444,0
169,7758,1565,0
170,10629,1547,0
171,12891,1266,10000
172,6992,1859,0
173,5106,2256,0
174,7118,1629,0
175,1572,1431,0
176,7116,1657,0
177,244,2250,0
178,5938,1418,0
179,7855,3413,0
180,1688,706,0
181,4025,897,0
182,7823,2002,0
183,4139,1602,0
184,7442,1969,0
185,4121,790,0
186,962,973,5000
187,5440,1338,0
188,3732,1274,0
189,7477,2081,0
190,472,1474,0
191,4471,1548,0
192,5566,1119,0
193,20,1958,0
194,234,1460,0
195,5528,1425,0
196,5414,2636,5000
197,7161,2086,0
198,1734,1016,0
199,5638,2070,0
200,5128,2271,0
201,3653,1120,0
202,4329,991,0
203,2867,1316,0
204,7054,2619,0
205,5050,1389,0
206,6019,2066,0
207,3892,2952,0
208,3336,1677,5000
209,6052,2385,0
210,4024,1552,0
211,1669,675,0
212,50,1887,0
213,4741,2491,0
214,8218,1258,0
215,3295,1065,0
216,4546,874,0
217,3791,361,10000
218,1909,1002,0
219,3272,1581,5000
220,5250,2087,0
221,8497,1797,0
222,3411,1262,0
223,2604,2287,0
224,9504,1371,5000
225,4733,1267,0
226,4037,1769,0
227,1304,1802,0
228,9862,1043,0
229,2273,887,0
230,2871,1588,5000
231,6114,1358,0
232,1358,981,0
233,3764,1577,0
234,677,1473,5000
235,930,1405,0
236,2756,1755,0
237,184,827,5000
238,419,755,0
239,1287,1005,0
240,12409,1125,0
241,4878,1818,10000
242,1008,1701,0
243,169,777,5000
244,8452,1136,0
245,7216,1501,0
246,1008,813,0
247,2225,1008,5000
248,1331,1256,0
249,3453,827,0
250,8220,1679,0
251,1756,949,0
252,10180,1222,0
253,2194,1591,5000
254,5968,605,10000
255,16111,1715,10000
256,3944,1482,0
257,9355,840,10000
258,4550,1456,0
259,4204,1101,5000
260,949,1024,0
261,1887,1188,5000
262,10757,1473,5000
263,798,1227,0
264,611,811,0
265,9539,984,0
266,3379,2562,5000
267,1293,914,5000
268,14358,1440,5000
