Iteration,BurnCost,MoveCost,AgentDeathPenalty
0,2571,4623,20000
1,1826,2614,15000
2,359,2725,5000
3,230,1305,0
4,50,1887,10000
5,979,2522,20000
6,9074,1430,20000
7,2622,2164,20000
8,301,2669,5000
9,50,1656,5000
10,1882,2503,0
11,2468,2187,10000
12,166,2790,10000
13,2588,2743,15000
14,1190,2653,10000
15,302,912,5000
16,1601,1563,5000
17,1744,2636,20000
18,175,1660,10000
19,586,1847,0
20,2766,3016,10000
21,2039,3007,10000
22,2759,2531,0
23,4013,4748,10000
24,132,1322,5000
25,50,3244,0
26,1212,2404,20000
27,2197,2719,20000
28,13508,3100,20000
29,320,3185,5000
30,115,2048,5000
31,5258,4070,20000
32,2559,2388,20000
33,1413,2909,10000
34,2462,2798,10000
35,2633,3301,0
36,1039,3488,20000
37,4277,3686,10000
38,1118,2102,0
39,1752,3842,0
40,1394,2950,5000
41,7252,1850,20000
42,3284,3549,0
43,2830,3857,5000
44,467,2619,15000
45,1371,2108,5000
46,2250,3206,0
47,302,2952,10000
48,2265,2183,10000
49,727,3190,10000
50,11418,2885,20000
51,249,2710,5000
52,580,2719,10000
53,3779,2914,20000
54,755,2654,10000
55,69,1450,20000
56,2301,3178,5000
57,108,2051,5000
58,105,2208,15000
59,5891,3262,20000
60,993,3667,15000
61,345,2457,20000
62,2507,4223,20000
63,2474,3685,5000
64,1387,1941,10000
65,1875,2230,5000
66,10820,3180,20000
67,167,3080,5000
68,2251,3457,5000
69,1430,1955,10000
70,2554,2497,10000
71,20,3372,5000
72,719,1743,10000
73,1731,3891,5000
74,5126,4233,15000
75,1787,2931,10000
76,2520,2670,20000
77,3914,4318,5000
78,9524,4004,5000
79,4919,2987,20000
80,2752,2343,0
81,2813,3030,5000
82,1169,2391,5000
83,1434,1910,5000
84,12170,3079,10000
85,2067,1941,5000
86,2052,3537,5000
87,1972,1826,5000
88,4113,3597,5000
89,1686,3591,0
90,4265,3463,10000
91,3137,3123,5000
92,1301,2829,5000
93,2422,2589,20000
94,3374,3321,5000
95,2490,2466,5000
96,2069,3432,15000
97,1707,2902,0
98,20,4355,5000
99,12844,2647,5000
100,1535,4400,5000
101,1971,3621,20000
102,2859,4630,5000
103,3557,3141,15000
104,2956,4207,15000
105,4644,2762,10000
106,238,946,5000
