Iteration,BurnCost,MoveCost,AgentDeathPenalty
0,3561,2954,0
1,11055,2442,5000
2,6995,1575,0
3,5440,747,0
4,7994,1474,20000
5,9002,2681,5000
6,1439,1680,0
7,3195,1080,0
8,9907,1570,15000
9,2500,1524,0
10,1188,1412,0
11,2819,1050,5000
12,7987,3216,0
13,3203,1978,15000
14,120,1041,0
15,20,483,0
16,50,747,0
17,11002,1261,10000
18,1587,1621,0
19,1367,1322,0
20,4863,2137,0
21,763,1728,0
22,7516,2224,0
23,4850,2602,0
24,3462,923,0
25,50,866,0
26,569,1400,5000
27,1297,2300,15000
28,14841,1485,20000
29,4431,2636,0
30,3179,1701,0
31,2522,3415,5000
32,8137,1790,0
33,1977,1647,0
34,2883,1787,0
35,5979,2148,0
36,4524,2397,5000
37,6463,1756,0
38,250,1533,0
39,7576,1985,15000
40,7149,2195,0
41,6456,1773,0
42,3024,2503,0
43,6764,2534,0
44,5589,1861,0
45,2725,1483,5000
46,2903,2226,0
47,5493,1516,0
48,6787,2381,10000
49,10489,2080,0
50,2274,2246,0
51,475,1909,0
52,5225,1593,0
53,1770,2109,0
54,6158,2569,0
55,363,1345,0
56,5075,1157,0
57,4415,1696,0
58,2072,1517,10000
59,5118,1818,0
60,13008,1672,0
61,2076,1956,5000
62,4938,1937,0
63,3424,2081,0
64,3531,2573,5000
65,3535,1380,0
66,8748,2293,0
67,5749,1172,0
68,14627,2777,0
69,2487,1422,0
70,3168,1277,20000
71,20,1574,0
72,719,690,0
73,1616,1477,0
74,10242,2302,5000
75,1438,1621,0
76,1881,1519,15000
77,2588,2426,15000
78,2339,1063,0
79,50,1204,0
80,50,1433,0
81,420,1901,0
82,112,585,0
83,50,760,0
84,13796,1335,0
85,791,1593,0
86,50,1328,0
87,679,1284,0
88,50,1670,0
89,50,970,0
90,5267,2025,20000
91,214,1667,10000
92,1715,2224,0
93,3074,2051,0
94,7410,2251,5000
95,50,948,0
96,50,1223,20000
97,4970,2145,0
98,20,2219,0
99,1620,2309,0
100,1406,1989,0
101,4997,1811,0
102,17161,2597,0
103,4498,1586,0
104,1922,1790,0
105,4001,1743,5000
106,763,1073,0
107,10088,1876,20000
108,6848,2312,0
109,3711,1737,0
110,5494,1619,0
111,82,2989,0
112,9015,2377,0
113,7645,2986,0
114,6140,1712,0
115,5422,1885,0
116,8756,1782,0
117,3818,2293,0
118,6279,2070,0
119,4717,1988,0
120,6710,2320,5000
121,8682,2920,0
122,7184,2327,0
123,3280,1831,0
124,8839,2232,0
125,4370,1652,0
126,5083,1971,0
127,6146,3442,0
128,9256,2800,0
129,13899,2922,20000
130,5233,1433,0
131,630,1623,0
132,9193,2495,10000
133,6119,1956,0
134,3296,2131,0
135,1676,1626,20000
136,5230,2066,0
137,6884,1468,0
138,8397,1697,0
139,2926,1630,20000
140,8544,1550,5000
141,361,1981,0
142,5435,1850,0
143,4635,2034,0
144,2626,1148,0
145,4006,3237,0
146,7033,2043,0
147,4181,2514,10000
148,8591,2694,0
149,8055,2624,0
150,1760,2036,0
151,6318,1264,0
152,5099,2092,0
153,4722,3003,10000
154,11942,1856,0
155,1609,1917,15000
156,13201,1832,0
157,2939,1675,0
158,3887,2036,0
159,3163,1101,0
160,15112,2086,0
161,2313,2184,0
162,788,1431,0
163,738,1585,0
164,532,1101,0
165,443,832,0
166,8726,1224,0
167,280,1830,5000
168,1416,1425,0
169,2888,2097,0
170,480,1762,0
171,1365,2372,0
172,3346,2058,0
173,2288,2209,0
174,1848,1828,0
175,386,1365,0
176,816,2100,0
177,260,1145,0
178,10625,1237,0
179,415,1426,0
180,1094,1097,0
181,3785,1353,0
182,8452,1748,0
183,3014,2091,0
184,562,1691,5000
185,506,1053,0
186,304,890,0
187,1121,1460,0
188,497,1494,0
189,260,1746,5000
190,858,1469,0
191,1812,1670,0
192,3104,1598,5000
193,20,1238,0
194,9694,803,5000
195,1934,1736,0
196,12621,2580,5000
197,1052,1739,15000
198,427,1067,0
199,50,1880,0
200,4702,1739,0
201,702,1338,15000
202,4459,855,15000
203,1260,1703,0
204,439,1634,0
205,630,1614,0
206,1096,1456,0
207,1387,3490,0
208,617,1432,0
209,10476,2094,0
210,2832,1583,0
211,1669,814,0
212,50,1595,0
213,835,2400,0
214,4765,2297,0
215,1805,1837,0
216,909,1642,0
217,345,1156,0
218,564,1443,0
219,783,1676,0
220,9097,2057,0
221,8145,2968,0
222,288,1135,0
223,956,1989,0
224,1594,2912,5000
225,526,1798,0
226,1824,2451,0
227,12009,2097,0
228,878,1915,0
229,1851,1679,20000
230,7194,2253,15000
231,5473,2411,0
232,5444,2463,0
233,8286,1915,0
234,6001,1857,0
235,7953,3030,15000
236,1651,2707,0
237,892,1270,0
238,3148,1903,0
239,3883,1543,20000
240,233,2025,0
241,4771,2112,5000
242,11733,1862,0
243,2121,1915,0
244,3417,2051,0
245,2733,2440,0
246,1800,1626,0
247,5262,1579,0
248,2997,2385,0
249,3401,1594,20000
250,3715,2580,0
251,750,1959,0
252,642,1664,15000
253,4836,1875,0
254,4713,1871,0
255,4993,3402,0
256,3885,2108,0
257,4792,2144,0
258,4470,1754,0
259,4116,1651,0
260,1001,1847,5000
261,3901,2012,0
262,10073,2008,0
263,4342,1619,0
264,2318,1097,0
265,4498,2728,0
266,6983,2977,15000
267,2603,1474,0
268,3780,2812,0
269,7547,1643,5000
270,4209,1340,0
271,2025,1216,0
272,8846,1479,0
273,1459,1610,0
274,1889,974,0
275,7438,1770,0
276,1505,2126,0
277,4473,1041,0
278,3493,2103,0
279,1793,2347,0
280,2289,3049,0
281,1573,1271,0
282,5889,2095,0
283,7755,1745,0
284,733,1719,0
285,4233,2819,0
286,689,922,0
287,3575,1587,0
288,3054,2085,5000
289,1127,1428,0
290,5658,1504,0
291,1392,1628,0
292,2875,2248,0
293,1457,1252,0
294,1772,2020,0
295,3470,1295,0
296,2772,1725,0
297,2929,1989,0
298,740,633,0
299,2754,1447,0
300,222,2122,0
301,4890,674,0
302,2266,1580,0
303,1865,1133,0
304,1356,1570,0
305,2025,1860,0
306,1050,1323,0
307,3645,1884,0
308,2380,1797,0
309,2078,1942,0
310,20,1705,0
311,2815,2213,0
312,5909,2590,0
313,12083,1497,0
314,176,1620,0
315,378,1366,0
316,8842,1492,10000
317,9298,1257,5000
318,5459,1617,0
319,2941,1975,0
320,1864,1421,0
321,4001,2580,0
322,3871,2377,5000
323,11682,2324,0
324,2848,3080,5000
325,3235,973,0
326,5483,2908,0
327,5772,2611,0
328,1752,1823,0
329,754,1830,0
330,520,1858,0
331,988,2094,0
332,923,829,0
333,7443,2717,0
334,3285,1843,0
335,569,1596,0
336,866,1166,0
337,1048,1889,0
338,2661,2299,0
339,4620,1701,0
340,1126,1633,0
341,665,1773,0
342,828,1633,0
343,4578,1747,0
344,724,1190,0
345,977,2155,0
346,1889,1708,0
347,2376,959,0
348,757,1709,0
349,5987,1383,0
350,1639,1828,0
351,10025,2962,0
352,3425,2083,0
353,2007,2402,15000
354,1609,2269,0
355,4480,1806,0
356,12264,2542,0
357,4735,1387,0
358,20,1974,0
359,5606,2921,0
360,1218,1525,0
361,4075,2543,0
362,4788,2249,0
363,42,1890,5000
364,6480,2731,5000
365,7766,2023,0
366,1664,1919,0
367,2206,1138,0
368,2182,1828,0
369,3008,2404,0
370,1604,1270,0
371,143,1744,5000
372,983,1320,10000
373,7674,1569,0
374,4506,1884,0
375,1289,1323,0
376,1557,2010,0
377,3999,1361,0
378,4897,1821,0
379,10911,2194,0
380,6493,2592,0
381,5912,2702,20000
382,70,1282,0
383,578,926,5000
384,6916,1411,0
385,591,1433,0
386,314,1663,0
387,783,1535,0
388,8040,1702,0
389,112,1694,15000
390,2789,2031,5000
391,5445,1941,0
392,5635,2100,0
393,3871,2350,0
394,5880,1503,0
395,5342,1752,0
396,3832,1800,5000
397,5692,2123,0
398,6177,1442,20000
399,4845,1324,0
400,46,775,0
401,973,1750,0
402,149,640,0
403,665,1313,0
404,462,1779,0
405,4127,1732,0
406,4194,939,0
407,517,2324,0
408,395,1648,0
409,3078,1419,0
410,1088,2436,0
411,1717,1883,0
412,7504,2195,20000
413,8456,2371,0
414,4885,2420,0
415,2908,2753,0
416,593,1974,0
417,5817,2495,20000
418,2339,2249,0
419,5754,1509,0
420,2766,1414,0
421,5872,2436,5000
422,8424,2374,0
423,4181,1441,0
424,2137,1447,0
425,2327,1297,0
426,20,2221,0
427,4089,2586,0
428,1486,1296,0
429,3946,1860,0
430,1140,1905,0
431,50,1813,0
432,10026,1692,0
433,2897,3074,0
434,5297,1901,0
435,6672,2500,0
436,4937,1821,0
437,4709,2483,0
438,5150,1446,0
439,6829,1728,0
440,2045,995,0
441,1549,1081,0
442,4049,1467,0
443,50,1147,0
444,3204,2504,0
445,3171,1419,0
446,1806,2850,0
447,4674,3218,0
448,7287,1596,20000
449,5377,2516,0
450,4457,2252,0
451,4961,1322,0
452,465,1383,0
453,9025,2915,0
454,8809,2308,0
455,15140,1381,5000
456,875,1839,0
457,9481,2737,0
458,1505,918,0
459,7465,1476,0
460,2783,1149,0
461,2240,1317,0
462,3619,2311,0
463,1431,2006,0
464,2874,1366,0
465,1097,1096,0
466,2827,1620,0
467,20,1175,0
468,1082,998,0
469,2964,2062,0
470,1569,2140,0
471,3959,2287,0
472,2165,2708,0
473,2478,2109,0
474,3445,1706,0
475,2408,1172,0
476,478,1222,0
477,1168,2103,0
478,2350,1594,0
479,1402,2018,0
480,5098,2912,0
481,1626,1346,0
482,1108,2231,0
483,918,2383,0
484,1433,1109,0
485,91,1013,0
486,1643,1584,0
487,3608,2692,0
488,4764,2559,0
489,2257,1680,0
490,2325,1528,0
491,3093,2005,0
492,1158,1782,5000
493,1026,942,0
494,1398,982,0
495,1436,1635,0
496,1767,1102,0
497,1119,2306,0
498,6744,1399,0
499,2305,2000,0
500,3968,1205,0
501,5471,837,20000
502,6478,2183,0
503,1963,1782,0
504,12679,1380,20000
505,4719,1438,0
506,4038,1788,0
507,240,1427,0
508,6231,1202,0
509,8350,2784,20000
510,615,1379,0
511,1510,1913,0
512,618,942,0
513,2946,869,0
514,4677,2882,15000
515,3835,1567,0
516,243,1790,0
517,1756,1305,0
518,7251,1779,0
519,1535,1144,0
520,8092,2155,0
521,2445,980,20000
522,1147,1492,0
523,1205,2480,0
524,863,1756,0
525,2603,2101,0
526,1061,1626,0
527,2241,1814,5000
528,1493,1475,0
529,1393,1399,0
530,1663,2101,0
531,2329,1911,0
532,53,1126,0
533,3802,1667,0
534,8521,1597,0
535,20,1503,0
536,2053,1791,0
537,2297,1287,0
538,1446,948,0
539,2151,1867,0
540,1362,1339,0
541,4660,1152,0
542,6084,805,20000
543,5517,2237,0
544,10222,2210,0
545,50,951,0
546,605,1139,0
547,20,201,0
548,2349,1617,5000
549,3805,1452,0
550,5790,1054,0
551,9287,2278,0
552,20,599,0
553,9872,1181,0
554,11503,1444,0
555,1974,2187,0
556,5779,2663,0
557,6857,1992,10000
558,1309,2559,0
559,5310,1099,0
560,50,403,0
561,50,920,0
562,11265,2879,10000
563,4134,2699,0
564,4355,2437,0
565,659,1546,0
566,5870,2695,0
567,8662,1902,0
568,538,1278,0
569,110,1220,0
570,50,709,0
571,2554,1509,0
572,50,2683,0
573,16199,2302,0
574,8338,2267,0
575,330,1303,0
576,1067,1298,0
577,110,1096,0
578,7886,1709,15000
579,230,2261,0
580,50,1604,0
581,685,2563,0
582,50,1358,0
583,171,1147,0
584,1886,2984,15000
585,7504,1469,0
586,50,737,5000
587,675,2080,0
588,4886,1389,0
589,13141,2446,0
590,3871,2058,0
591,3212,1792,0
592,1250,1321,0
593,2051,906,0
594,3239,1689,0
595,3627,1982,0
596,4797,1638,0
597,9232,2496,20000
598,50,906,0
599,125,1537,0
600,110,1344,0
601,50,884,0
602,50,889,0
603,13821,2497,0
604,20,1158,0
605,50,1469,0
606,50,780,20000
607,797,1870,5000
608,2007,663,0
609,442,1955,0
610,1365,1616,0
611,3706,2220,0
612,3135,2064,0
613,3081,1562,0
614,559,1385,5000
615,1118,2603,0
616,1096,1615,0
617,457,1773,0
618,732,1630,0
619,5288,1723,5000
620,9468,1276,20000
621,4134,3274,0
622,50,985,0
623,1379,1511,10000
624,715,1500,0
625,50,1665,0
626,50,1166,0
627,50,1451,20000
628,328,2562,0
629,4226,1447,0
630,2597,1755,0
