Iteration,BurnCost,MoveCost,AgentDeathPenalty
0,15844,615,5000
1,11633,200,5000
2,5265,1073,0
3,5322,872,0
4,4546,1026,0
5,10874,485,5000
6,6225,610,5000
7,161,509,0
8,811,832,5000
9,3445,635,5000
10,1017,735,0
11,275,646,5000
12,13607,220,5000
13,2245,851,0
14,983,1081,0
15,51,157,0
16,50,597,0
17,277,846,0
18,9315,585,0
19,131,921,0
20,179,563,0
21,728,944,0
22,11028,475,5000
23,13703,994,5000
24,3518,441,0
25,50,165,5000
26,1462,834,0
27,3285,698,0
28,14192,1265,5000
29,6357,981,5000
30,2064,995,0
31,14150,935,5000
32,4712,1126,0
33,4532,717,5000
34,5987,425,5000
35,13795,852,5000
36,5301,1262,0
37,6281,948,0
38,1597,742,0
39,11181,505,5000
40,2050,1192,0
41,7122,999,0
42,731,549,0
43,10787,1055,0
44,1829,1144,0
45,225,602,0
46,1408,698,0
47,5732,939,0
48,4982,985,5000
49,14230,1440,5000
50,12256,115,5000
51,475,213,5000
52,114,433,0
53,5385,856,0
54,14059,1515,0
55,104,258,0
56,3464,1070,5000
57,6876,361,5000
58,211,586,0
59,12287,697,5000
60,12867,1021,5000
61,110,284,5000
62,6707,1022,0
63,6537,1060,0
64,286,606,0
65,7788,540,5000
66,13244,630,5000
67,5781,340,5000
68,3879,1451,5000
69,4657,834,0
70,347,831,0
71,20,402,0
72,608,425,0
73,1188,559,0
74,10142,1261,5000
75,3520,1045,0
76,5497,524,5000
77,1828,1146,5000
78,2936,982,0
79,162,588,0
80,927,1115,0
81,9114,773,5000
82,2062,293,0
83,217,344,0
84,13602,915,5000
85,1602,980,0
86,288,732,5000
87,5536,618,0
88,5052,1130,5000
89,8276,188,5000
90,5454,958,5000
91,6248,983,0
92,1443,1120,0
93,2916,1389,0
94,445,1025,0
95,1882,782,0
96,12358,916,0
97,5787,1088,0
98,20,831,0
99,9870,761,5000
100,173,741,0
101,7151,563,5000
102,17926,1020,5000
103,12093,996,5000
104,1290,833,0
105,9995,382,5000
106,111,424,0
107,10393,523,5000
108,3708,1157,0
109,572,636,0
110,168,624,0
111,82,788,0
112,6581,903,5000
113,5631,459,5000
114,10715,1164,0
115,50,702,0
116,481,815,0
117,9375,586,5000
118,11422,815,5000
119,1768,641,0
120,6795,708,0
121,8597,805,5000
122,10684,1286,5000
123,3519,667,0
124,12217,1257,5000
125,9088,320,5000
126,111,582,0
127,16592,490,5000
128,8108,865,0
129,9649,865,5000
130,6490,805,5000
131,5833,914,0
132,10209,556,5000
133,1728,927,5000
134,3404,747,0
135,4162,817,0
136,6578,756,0
137,247,825,0
138,8537,376,5000
139,544,921,0
140,6793,782,0
141,139,388,0
142,385,852,0
143,1670,437,5000
144,5769,605,5000
145,108,645,0
146,8330,915,5000
147,13075,550,5000
148,13631,806,5000
149,10753,1041,5000
150,50,428,5000
151,165,571,0
152,7597,485,5000
153,13810,605,5000
154,12405,1424,5000
155,752,792,0
156,11166,1154,0
157,3104,366,5000
158,7296,389,5000
159,933,636,0
160,172,801,0
161,7949,746,5000
162,8665,212,5000
163,10991,931,0
164,50,472,0
165,137,611,0
166,8683,687,0
167,6089,774,5000
168,182,648,0
169,7462,854,5000
170,106,715,0
171,12938,1110,5000
172,8824,886,0
173,116,766,0
174,7223,763,0
175,132,831,0
176,7838,1159,5000
177,160,535,0
178,10649,712,5000
179,13241,754,5000
180,680,601,0
181,3696,826,0
182,9124,440,5000
183,118,818,0
184,10776,179,5000
185,100,335,0
186,283,116,0
187,9191,771,5000
188,6468,178,5000
189,9272,909,0
190,5457,185,5000
191,219,787,0
192,4966,882,5000
193,20,499,0
194,111,567,0
195,396,1030,0
196,15077,341,5000
197,10745,542,5000
198,1324,609,0
199,12608,954,0
200,4705,531,0
201,6474,960,0
202,4335,584,0
203,308,935,0
204,167,637,0
205,11302,224,5000
206,7990,836,5000
207,19619,553,5000
208,8012,888,0
209,4853,1443,5000
210,7263,448,5000
211,1453,555,5000
212,175,780,0
213,15885,946,5000
214,9041,925,0
215,12795,467,5000
216,4598,780,0
217,5288,886,0
218,844,641,0
219,11974,361,5000
220,8666,1256,0
221,12562,1009,5000
222,109,669,0
223,2049,745,0
224,12516,1385,5000
225,4969,606,0
226,3216,1409,5000
227,12396,841,5000
228,10119,605,0
229,7619,1001,5000
230,2861,1359,0
231,5490,899,0
232,1617,1142,0
233,3814,1171,0
234,7746,1639,0
235,2333,1475,0
236,6491,1680,0
237,950,657,5000
238,2872,1381,5000
239,2242,922,0
240,12723,207,5000
241,5654,1205,0
242,8198,1439,5000
243,2183,971,0
244,3674,770,0
245,3581,1155,5000
246,1800,671,0
247,3517,1080,5000
248,7063,1153,0
249,50,480,0
250,8747,436,5000
251,3910,538,5000
252,10286,634,0
253,11391,449,5000
254,5115,368,0
255,15846,1260,5000
256,3693,853,0
257,314,720,0
258,6941,909,0
259,4085,933,0
260,881,467,0
261,6557,788,5000
262,10766,461,5000
263,117,420,5000
264,2411,155,5000
265,2723,1191,5000
266,11749,425,5000
267,162,318,5000
268,11829,945,5000
269,1127,899,5000
270,50,586,0
271,682,633,0
272,50,329,0
273,10192,608,5000
274,1687,330,5000
275,13893,870,0
