Iteration,BurnCost,MoveCost,AgentDeathPenalty
0,3506,3015,5000
1,444,1495,10000
2,6391,2712,0
3,1870,2566,0
4,6844,1313,10000
5,11199,1044,10000
6,5621,2698,5000
7,666,1528,5000
8,516,1682,10000
9,1520,2308,0
10,2118,1790,0
11,2852,1530,0
12,1066,2265,0
13,1623,1769,0
14,1101,1555,5000
15,279,876,5000
16,1400,1771,5000
17,1446,2131,0
18,9084,647,10000
19,749,2082,5000
20,175,1925,0
21,12009,1471,0
22,2615,1972,0
23,3110,2571,5000
24,1216,2580,5000
25,50,1227,0
26,1869,988,10000
27,649,1358,0
28,505,1395,0
29,8909,1450,10000
30,2742,1759,5000
31,12011,2741,10000
32,3019,2570,5000
33,2939,2249,5000
34,2145,2766,0
35,1305,2822,0
36,14381,2344,10000
37,2866,1639,10000
38,6740,1686,10000
39,6520,2604,0
40,5040,1965,10000
41,2239,1873,0
42,8096,1092,10000
43,8991,2095,10000
44,667,2107,0
45,1836,965,5000
46,2076,2472,0
47,3214,2562,0
48,2315,2372,5000
49,2585,3162,0
50,2289,3122,5000
51,475,1874,0
52,4544,1519,10000
53,1914,2447,5000
54,14791,1372,10000
55,1518,2109,5000
56,2139,2699,0
57,1817,1615,0
58,604,1869,0
59,2949,2217,5000
60,3120,2455,0
61,110,1795,5000
62,2445,2407,0
63,6789,1445,10000
64,50,995,0
65,106,1086,5000
66,12994,1240,10000
67,2368,2574,5000
68,2692,2191,5000
69,459,1039,0
70,1429,1645,0
71,20,1071,5000
72,395,990,5000
73,1164,1013,5000
74,1326,2676,5000
75,333,1246,0
76,1037,1670,5000
77,1337,2045,0
78,1435,2205,5000
79,437,918,5000
80,856,1601,5000
81,9261,1261,10000
82,1876,2278,10000
83,1261,1798,0
84,2841,3177,0
85,3585,1803,5000
86,4467,2482,5000
87,2053,1859,5000
88,5569,3691,0
89,5488,2853,10000
90,5623,1556,10000
91,325,1824,10000
92,1107,1405,10000
93,4375,2181,5000
94,4712,3673,5000
95,5006,1706,10000
96,2905,2565,5000
97,697,2608,0
98,20,1099,10000
99,1209,1705,0
100,350,1111,0
101,6061,2092,10000
102,825,2285,5000
103,11745,1720,10000
104,3071,3433,5000
105,2662,1911,5000
106,1479,1772,5000
107,2171,1961,5000
108,5844,1571,10000
109,2545,2313,0
110,3495,1855,5000
111,82,4402,0
112,3541,2849,5000
113,6065,2910,10000
114,5943,2855,5000
115,2252,2653,0
116,2585,2731,5000
117,7470,1491,10000
118,3209,2221,5000
119,1526,1690,5000
120,1955,1682,0
121,7033,3067,10000
122,5531,2275,10000
123,945,1757,5000
124,4535,2452,5000
125,6454,2166,10000
126,1335,2163,0
127,1562,2276,0
128,13583,1744,10000
129,2030,1885,0
130,1164,2241,5000
131,1080,1314,5000
132,13692,1400,10000
133,304,1376,10000
134,50,1195,5000
135,473,1800,10000
136,6679,1134,10000
137,619,1750,0
138,3116,2495,0
139,3000,1582,0
140,8628,1473,10000
141,311,1397,0
142,10328,1367,10000
143,911,1034,5000
144,522,986,0
145,1143,2198,5000
146,1817,2191,0
147,2101,2070,0
148,1884,2517,0
149,50,2240,5000
150,12334,1745,10000
151,2762,1764,5000
152,2622,2060,0
153,3560,2476,0
154,2554,2413,5000
155,920,1703,10000
156,2695,2441,0
157,1506,2045,0
158,5876,1513,10000
159,10855,855,10000
160,5627,2766,10000
161,2065,1784,5000
162,1125,2311,5000
163,956,1416,0
164,366,1384,0
165,585,2292,10000
166,1081,1443,5000
167,1162,2050,5000
168,813,1679,0
169,2014,2872,0
170,1129,2272,0
171,2011,1960,5000
172,1585,2571,5000
173,1344,2347,5000
174,7465,1172,10000
175,1878,2131,0
176,1873,3181,5000
177,260,2795,0
178,2642,2443,5000
179,12360,1541,10000
180,1529,1737,0
181,921,2248,0
182,2227,2450,5000
183,1987,2063,5000
184,10052,1061,10000
185,2807,1777,10000
186,389,1019,5000
187,1875,1707,0
188,2191,1954,10000
189,2156,2292,0
190,1716,2618,0
191,1128,1652,5000
192,3349,1276,10000
193,20,1839,0
194,577,1671,10000
195,1624,1775,5000
196,3300,2790,5000
197,3132,2049,5000
198,361,1257,10000
199,7901,2532,10000
200,1268,1678,5000
201,1868,1415,5000
202,1044,1288,5000
203,1061,1683,5000
