Iteration,BurnCost,MoveCost,AgentDeathPenalty
0,16354,910,10000
1,4830,3088,0
2,11148,586,10000
3,139,786,5000
4,6479,1713,10000
5,4162,3114,5000
6,2041,1956,5000
7,1951,1280,10000
8,2022,1546,5000
9,903,2002,5000
10,3673,1543,10000
11,4480,2341,10000
12,12238,1765,10000
13,1919,1500,5000
14,579,1649,5000
15,71,576,0
16,50,476,0
17,20,1023,0
18,20,683,0
19,10462,695,10000
20,1170,1942,5000
21,10901,2305,10000
22,9506,1666,10000
23,13889,1348,10000
24,4000,3034,5000
25,50,1291,0
26,1693,1227,10000
27,2885,2704,5000
28,8627,2346,10000
29,9729,1085,10000
30,839,1589,10000
31,3314,3216,5000
32,3710,2514,5000
33,50,730,0
34,114,2005,10000
35,648,2547,0
36,14872,1361,10000
37,5809,2584,0
38,3981,3570,0
39,6694,3259,0
40,9053,1619,10000
41,2969,2341,0
42,3673,3633,0
43,4400,2620,0
44,3100,1797,0
45,2183,2501,5000
46,3106,2789,10000
47,4676,1761,10000
48,2918,2263,5000
49,5804,3109,5000
50,4862,4325,0
51,475,2778,5000
52,2885,2530,0
53,4160,2145,10000
54,10648,2634,10000
55,8079,1084,10000
56,3861,2508,5000
57,1856,1947,5000
58,1167,1481,5000
59,2866,2309,0
60,1586,2736,5000
61,904,1732,0
62,8196,1194,10000
63,1814,2195,0
64,11371,390,10000
65,1832,1403,5000
66,3786,3590,0
67,1064,1682,5000
68,3486,3156,5000
69,2261,2217,5000
70,2539,1285,10000
71,20,516,5000
72,382,841,5000
73,203,865,5000
74,438,1912,5000
75,20,838,5000
76,997,1380,10000
77,2108,1351,10000
78,1377,2113,10000
79,466,1695,10000
80,298,1415,5000
81,8583,1566,10000
82,563,1425,5000
83,167,1305,0
84,1182,1575,10000
85,650,1491,5000
86,808,2215,5000
87,5545,1086,10000
88,9957,2257,10000
89,2547,2808,5000
90,4062,2177,10000
91,6828,1869,10000
92,1257,1519,5000
93,2153,1979,5000
94,2291,2750,5000
95,2418,1694,0
96,12241,1143,10000
97,6165,2917,5000
98,20,3325,0
99,2596,2687,0
100,3746,2701,0
101,3255,2929,5000
102,3962,3661,5000
103,4038,2005,5000
104,2459,2778,0
105,3536,2036,5000
106,1372,1528,5000
107,10192,1118,10000
108,6098,3397,0
109,5078,1420,10000
110,7985,605,10000
111,82,1640,5000
112,8941,2077,10000
113,1486,2023,5000
114,3287,1612,5000
115,497,3235,0
116,2899,2701,5000
117,3552,3021,5000
118,10204,1615,10000
119,1440,1244,10000
120,537,1114,5000
121,1120,1702,5000
122,10732,1935,10000
123,1841,2778,0
124,3981,2184,5000
125,1736,2448,0
126,8542,276,10000
127,2243,2491,5000
128,2660,2793,0
129,9594,1851,10000
130,6399,1963,10000
131,968,1884,5000
132,1283,1899,10000
133,484,1304,0
134,533,2564,0
135,561,2165,0
136,1847,1851,10000
137,969,2240,0
138,5955,1052,10000
139,1136,1448,5000
140,716,2510,5000
141,356,1286,0
142,818,1916,5000
143,697,1766,0
144,302,854,5000
145,11423,1151,10000
146,1283,2006,0
147,2446,1850,10000
148,3676,2339,10000
149,2438,2932,5000
150,1793,2600,0
151,2295,1776,5000
152,3223,1508,0
153,12852,1476,10000
154,4181,2756,5000
155,1725,2246,5000
156,3713,2589,5000
157,1265,3196,0
158,4715,1689,0
159,5174,2082,5000
160,5136,2951,0
161,5314,2112,5000
162,2190,2890,5000
163,3829,2786,0
164,4161,3502,5000
165,1288,1290,10000
166,1060,2400,0
167,5391,2334,5000
168,3629,1928,0
169,3892,3534,0
170,4478,2557,0
171,7941,3025,5000
172,5415,2352,0
173,6364,3805,0
174,3974,2325,5000
175,2873,2951,0
176,4080,3718,0
177,260,2785,5000
178,4084,3390,10000
179,9516,4175,10000
180,1740,1868,10000
181,610,1650,10000
182,8024,1582,10000
183,1609,2616,5000
184,9948,1754,10000
185,2695,1634,0
186,1995,1653,5000
187,4009,3591,0
188,4366,3041,0
189,4394,3446,5000
190,1439,2050,5000
191,3435,3128,0
192,5714,1626,10000
193,20,3744,0
194,1056,3597,10000
195,4245,2569,5000
196,5911,2851,10000
197,1702,2493,5000
198,902,969,5000
199,727,2079,0
200,554,1657,5000
201,1090,965,5000
202,445,1481,10000
203,844,1412,5000
204,13565,881,10000
205,3053,2449,0
206,7964,1805,10000
207,12605,3309,10000
208,1905,2132,0
209,2968,2692,5000
210,2167,1846,5000
211,1254,1348,0
212,2953,2350,5000
213,14371,2728,10000
214,1145,1669,10000
215,1456,1666,5000
216,953,1627,5000
217,952,1579,5000
218,1222,1737,5000
219,1422,2128,0
220,2797,3121,0
221,9379,1811,10000
222,7494,806,10000
223,1708,2926,0
224,3472,2615,0
225,2621,3690,0
226,3141,2468,5000
227,11922,1657,10000
228,3124,2365,5000
229,4103,1637,0
230,2890,2973,5000
231,2694,2354,5000
232,3358,2738,5000
233,941,2340,0
234,2567,2598,5000
235,3965,2055,5000
236,1225,2333,0
237,892,1534,10000
238,1291,1894,5000
239,2015,1519,0
240,2767,2846,5000
241,2675,1866,0
242,2693,2670,10000
243,1971,1701,5000
244,2921,1599,10000
245,2868,1736,10000
246,1853,2373,0
247,2555,2072,5000
248,1929,2131,5000
249,2723,2435,0
250,3570,3043,0
251,2525,1429,0
