Iteration,BurnCost,MoveCost,AgentDeathPenalty
0,5987,2446,0
1,11601,925,10000
2,50,1046,0
3,5451,933,0
4,6654,1531,10000
5,3124,1745,10000
6,7397,1170,10000
7,1895,818,0
8,9517,1162,0
9,2369,1292,0
10,1155,1082,0
11,3700,804,0
12,12605,2500,0
13,2630,1198,5000
14,815,1657,0
15,208,784,0
16,1631,508,0
17,20,1293,0
18,634,1237,0
19,1403,1284,0
20,129,864,0
21,811,709,0
22,10380,1113,0
23,2411,2260,0
24,3306,949,0
25,50,1031,0
26,1260,999,0
27,50,1246,0
28,14418,1285,10000
29,5088,1595,10000
30,5128,1210,10000
31,13799,2066,10000
32,8333,1320,5000
33,50,834,0
34,416,1417,10000
35,138,1082,0
36,50,1053,5000
37,6223,2319,0
38,7863,1648,0
39,50,856,0
40,9036,1283,10000
41,50,526,0
42,50,631,5000
43,20,771,0
44,50,1027,0
45,1518,1357,0
46,1063,861,0
47,8279,1107,0
48,6799,1503,10000
49,50,710,0
50,11660,1336,0
51,475,865,0
52,5685,412,10000
53,5479,978,0
54,6697,1369,0
55,52,212,0
56,6109,1142,5000
57,3622,989,0
58,50,471,0
59,12730,1145,10000
60,175,1103,0
61,110,559,0
62,773,1468,0
63,4839,1326,5000
64,937,1530,0
65,3592,781,0
66,3748,2131,0
67,6040,480,10000
68,6502,2605,0
69,466,686,0
70,2226,1124,0
71,20,446,0
72,598,462,0
73,1551,721,0
74,7703,1505,0
75,216,889,5000
76,1421,1048,0
77,1373,1192,5000
78,2405,1712,5000
79,324,818,0
80,9537,1139,0
81,1035,1544,0
82,452,811,0
83,2659,728,0
84,13546,1416,0
85,6463,1253,5000
86,538,1350,0
87,1227,786,0
88,12327,1470,5000
89,427,752,0
90,5642,1024,0
91,8956,1643,10000
92,1423,961,0
93,4842,1491,0
94,2046,1116,0
95,1015,952,0
96,6102,1264,0
97,599,1352,0
98,20,1250,0
99,108,807,0
100,347,965,0
101,6822,1598,10000
102,17477,1494,10000
103,250,1480,5000
104,949,1146,0
105,921,996,0
106,174,762,0
107,394,1399,0
108,439,1427,0
109,4008,1070,0
110,118,577,0
111,82,556,0
112,9699,2290,5000
113,9460,1420,0
114,323,1201,0
115,50,1020,0
116,8354,1511,5000
117,8036,1978,5000
118,11398,865,10000
119,1873,1189,0
120,6581,1149,0
121,8855,1010,10000
122,9330,1667,10000
123,6931,745,0
124,12473,1043,10000
125,4258,1027,0
126,8284,640,0
127,503,1275,10000
128,8469,1222,5000
129,12005,1376,10000
130,1327,1025,0
131,6127,1152,5000
132,14706,555,10000
133,50,812,0
134,50,984,0
135,110,929,0
136,6807,1049,5000
137,50,1091,0
138,113,743,0
139,6018,1258,0
140,8905,1064,0
141,50,434,0
142,645,1226,0
143,583,859,0
144,5798,450,5000
145,11715,959,0
146,944,1723,5000
147,12280,1410,0
148,1626,1131,5000
149,5201,1458,0
150,4055,1478,0
151,7950,907,0
152,6080,1318,10000
153,3699,1765,5000
154,13082,1327,0
155,312,753,5000
156,1413,1560,0
157,2964,753,10000
158,7121,995,10000
159,8595,841,0
160,15689,1107,10000
161,5160,853,5000
162,50,491,0
163,50,721,0
164,50,558,0
165,50,1044,0
166,105,1006,0
167,50,724,0
168,50,740,0
169,7587,1029,0
170,10696,1301,10000
171,13001,1011,10000
172,7171,1739,5000
173,50,868,0
174,115,931,0
175,50,666,0
176,6326,1768,10000
177,20,640,0
178,10390,1473,5000
179,6172,1246,5000
180,460,1036,0
181,737,854,5000
182,8882,1095,10000
183,6464,1225,0
184,7884,2027,0
185,1021,835,0
186,214,397,0
187,5500,1381,0
188,43,731,0
189,20,663,5000
190,5457,340,10000
191,50,670,5000
192,50,601,0
193,20,635,0
194,50,535,0
195,9752,1345,10000
196,50,901,0
197,50,1130,0
198,813,861,0
199,7548,1099,10000
200,4638,1130,0
201,2892,1101,10000
202,50,956,0
203,2753,1106,0
204,114,1293,0
205,50,1161,0
206,8723,1032,10000
207,18586,1763,10000
208,7129,1364,0
209,50,1060,0
210,7427,940,0
211,50,719,0
212,50,1698,0
213,15581,1117,10000
214,9251,975,0
215,12625,1082,0
216,50,795,0
217,50,968,0
218,20,656,0
219,11803,1036,0
220,10760,1376,0
221,7831,2131,10000
222,50,434,5000
223,10063,764,10000
224,4322,1442,0
225,50,1070,5000
226,13506,737,10000
227,12356,1321,10000
228,50,1595,0
229,6127,1213,0
230,50,1495,0
231,20,1057,0
232,50,664,0
233,50,664,0
234,50,1212,0
235,50,1610,0
236,4980,1253,0
237,50,946,0
238,193,711,5000
239,1496,1405,0
240,117,1116,0
241,50,1472,0
242,11587,1579,10000
243,169,910,0
244,278,1007,0
245,116,665,5000
246,111,836,5000
247,50,870,0
248,8158,1513,0
249,3507,1260,5000
250,129,1067,0
251,2002,886,0
252,4713,1606,10000
253,9503,1336,5000
254,20,723,0
255,50,830,0
256,50,615,0
257,264,1045,0
258,7266,1302,0
259,50,849,0
260,91,487,5000
261,107,473,0
262,50,822,0
263,7726,866,0
264,50,650,0
265,9406,1409,0
266,11085,1435,10000
267,112,1466,0
268,166,769,0
269,969,724,0
270,50,685,0
271,880,999,5000
272,50,593,0
273,8180,975,5000
274,1376,1165,0
275,50,1110,0
276,9149,964,0
277,186,805,0
278,6863,1269,0
279,50,986,5000
280,16636,2343,0
281,321,1004,0
282,50,1144,0
283,3423,1592,5000
284,20,406,0
285,13947,1317,10000
286,633,769,5000
287,12523,995,10000
288,9458,1775,0
289,2725,1042,0
290,223,844,0
291,5966,1056,0
292,5137,1378,0
293,3331,996,0
294,8811,1338,5000
295,3379,1078,10000
296,5783,1386,0
297,2909,1786,0
298,877,635,0
299,2199,1348,0
300,222,941,5000
301,4926,800,0
302,2708,1437,0
303,3670,1036,0
304,2927,2115,0
305,1970,1657,0
306,1978,1181,0
307,4422,1570,5000
308,7296,1688,0
309,2276,1266,0
310,20,968,0
311,8035,1756,0
312,8743,1005,0
313,12173,641,10000
314,50,365,0
315,857,609,0
316,50,750,10000
317,5300,1132,10000
318,5229,1222,0
319,9958,1036,0
320,1132,1056,0
321,1640,1342,5000
322,50,741,10000
323,12939,692,10000
324,50,1488,0
325,50,894,0
326,10370,1384,10000
327,11550,775,10000
328,8145,926,10000
329,50,971,0
330,3667,1636,5000
331,5613,1785,0
332,588,663,0
333,15254,1522,10000
334,10833,1098,10000
335,5359,953,0
336,8975,1081,0
337,2125,1795,0
338,2511,1596,0
339,3478,1630,0
340,1845,1125,5000
341,4787,1409,0
342,1042,1166,0
343,7226,673,10000
344,3178,749,0
345,1404,1140,0
346,1987,885,10000
347,2629,654,0
348,5217,2028,0
349,132,1148,0
350,6280,1126,0
351,2186,2437,0
352,7548,910,0
353,7800,1569,0
354,5743,1373,0
355,8661,704,10000
356,1767,2040,0
357,4782,834,0
