Iteration,BurnCost,MoveCost,AgentDeathPenalty
0,10922,1767,10000
1,3780,1827,0
2,5691,1490,0
3,5449,994,0
4,4869,1283,0
5,8793,1707,0
6,3427,1366,0
7,2958,1241,0
8,6318,1186,0
9,1156,986,0
10,3201,1204,5000
11,2969,966,0
12,6937,1879,0
13,3481,1026,0
14,424,1424,5000
15,302,290,0
16,1660,447,0
17,5136,1700,5000
18,9408,792,0
19,1423,1308,0
20,11691,1402,0
21,1880,2209,0
22,1624,1088,5000
23,3701,2133,0
24,3341,924,5000
25,50,987,0
26,1429,853,0
27,5154,932,5000
28,739,1720,0
29,8903,1943,0
30,2210,1336,0
31,13991,1670,10000
32,4712,1114,0
33,4462,1058,0
34,2683,1601,5000
35,13575,760,10000
36,14751,1770,0
37,6453,1133,0
38,6377,1529,0
39,5027,1816,0
40,5084,1798,0
41,2663,1020,5000
42,1280,1073,0
43,3363,1803,0
44,569,1357,0
45,1409,1387,0
46,2055,998,0
47,4920,1441,5000
48,2719,1303,0
49,2442,2322,5000
50,11737,1122,0
51,363,1383,0
52,5258,891,0
53,5303,1352,0
54,9001,1521,0
55,178,504,5000
56,1433,1620,0
57,4313,830,5000
58,2025,576,10000
59,7083,1682,5000
60,479,1338,0
61,3193,764,0
62,553,1093,5000
63,5734,1830,0
64,7875,1144,0
65,1715,1064,0
66,12793,1380,10000
67,5749,965,0
68,17857,1907,0
69,1861,1265,0
70,4701,478,10000
71,20,70,10000
72,719,284,0
73,1958,1126,0
74,998,2051,0
75,1001,1256,0
76,1464,1322,0
77,3376,1385,0
78,2308,1110,5000
79,388,1329,0
80,7786,1499,0
81,1858,1363,0
82,1790,740,0
83,2792,703,0
84,13802,1125,0
85,1866,1240,10000
86,810,1619,0
87,985,853,0
88,11970,2035,0
89,1672,1270,0
90,5533,1495,10000
91,5331,1250,5000
92,1434,927,0
93,8278,1173,0
94,2174,1691,0
95,1184,864,5000
96,11766,1330,0
97,214,955,0
98,20,1065,5000
99,3740,2250,0
100,7017,1774,0
101,7016,1147,10000
102,116,1195,0
103,11985,1190,10000
104,11424,1118,0
105,561,1157,0
106,174,599,5000
107,3949,1601,0
108,947,1327,0
109,107,1002,0
110,218,575,10000
111,82,809,0
112,8595,1544,0
113,9900,843,0
114,6923,1529,0
115,50,1060,0
116,50,1060,5000
117,3529,2063,0
118,11072,1246,10000
119,113,845,0
120,6890,808,5000
121,7131,1877,0
122,387,2036,0
123,4110,1079,0
124,10017,949,10000
125,4274,904,0
126,114,749,0
127,329,1045,0
128,1018,1233,0
129,172,1230,0
130,1214,1015,0
131,353,1200,0
132,13053,2263,10000
133,6168,918,0
134,3449,1036,0
135,2308,989,0
136,5901,949,0
137,116,1010,0
138,115,624,0
139,1267,1105,0
140,5703,796,10000
141,195,464,0
142,1180,1339,0
143,50,972,0
144,91,811,0
145,108,515,0
146,7744,1766,0
147,238,1096,0
148,13868,552,10000
149,5161,1385,0
150,50,689,10000
151,8013,1122,10000
152,5849,1546,0
153,6430,1924,10000
154,13048,1179,0
155,50,1072,0
156,5394,1627,0
157,2843,1169,0
158,1453,1408,0
159,7082,741,0
160,576,1924,0
161,7985,809,10000
162,7758,1132,0
163,11327,841,0
164,6841,582,0
165,137,1100,0
166,50,750,5000
167,6810,1457,10000
168,4709,1306,0
169,7550,963,0
170,4302,1672,0
171,451,1925,10000
172,8554,1606,0
173,298,1073,0
174,753,1157,0
175,132,846,5000
176,2522,1490,5000
177,93,825,0
178,216,1057,0
179,105,1071,5000
180,1024,900,0
181,560,1153,0
182,610,1428,0
183,113,1121,5000
184,212,1283,0
185,50,641,0
186,92,245,0
187,361,1096,0
188,169,895,0
189,225,1046,0
190,108,1079,0
191,7201,1411,0
192,5079,885,0
193,20,595,0
194,184,686,0
195,1899,1306,0
196,3077,1281,0
197,248,1261,0
198,116,1227,0
199,360,1324,0
200,4686,924,10000
201,8662,663,10000
202,4159,789,0
203,4257,712,10000
204,167,1122,0
205,50,1163,0
206,7172,1251,0
207,18944,1535,0
208,7384,784,0
209,13173,1621,5000
210,50,679,0
211,50,577,0
212,50,1410,0
213,9215,804,10000
214,9559,1088,0
215,12836,1187,5000
216,50,949,0
217,50,658,0
