Iteration,BurnCost,MoveCost,AgentDeathPenalty
0,370,3220,40000
1,3085,1947,0
2,7724,3039,40000
3,1485,1998,0
4,6156,2931,0
5,8253,2296,0
6,6279,3180,15000
7,2007,1630,40000
8,9936,2526,35000
9,3388,2237,40000
10,3252,2598,35000
11,2313,1646,5000
12,12735,4043,40000
13,1985,1893,15000
14,1250,2338,0
15,302,760,0
16,1400,1049,0
17,6041,3342,20000
18,693,1902,0
19,721,2140,0
20,1193,3618,20000
21,10524,3671,35000
22,7920,3162,40000
23,12994,4245,35000
24,955,1990,40000
25,50,2052,0
26,3393,1631,0
27,1336,1896,0
28,7121,4863,5000
29,4132,3403,5000
30,6141,2195,0
31,7101,3995,0
32,3496,2625,10000
33,184,1817,0
34,1161,3247,30000
35,3966,3044,20000
36,10158,2616,0
37,5812,2927,30000
38,5603,2804,25000
39,1528,3015,30000
40,759,2701,10000
41,2680,2663,0
42,849,2424,0
43,20,2312,40000
44,5420,2358,40000
45,337,2057,0
46,1857,1593,0
47,5368,2900,35000
48,5242,2207,0
49,6907,2993,0
50,3090,3123,0
51,50,2583,0
52,2866,2115,0
53,3615,2446,0
54,8074,5339,20000
55,343,2134,0
56,5267,2011,0
57,999,1754,0
58,2230,2172,0
59,7200,3668,35000
60,4399,3783,5000
61,3168,1863,0
62,1691,2937,0
63,4153,3005,0
64,3196,2550,0
65,3425,1688,0
66,2551,3758,0
67,5581,1636,0
68,6384,3665,5000
69,1478,1999,0
70,2714,1833,0
71,20,1445,0
72,719,1242,0
73,2154,2439,0
74,1524,3176,0
75,3691,3035,0
76,50,1597,0
77,2474,2650,0
78,6082,3147,0
79,439,1648,0
80,3064,2098,0
81,2276,3002,0
82,1957,1254,0
83,1150,1173,0
84,2255,3309,0
85,2673,2265,0
86,4944,3241,25000
87,1135,1419,0
88,5010,3847,5000
89,1804,2166,0
90,4376,1993,0
91,5358,3205,0
92,1502,2212,0
93,2431,1882,0
94,5279,2896,0
95,2741,1824,0
96,2166,2580,0
97,3815,2783,0
98,20,2209,0
99,4332,2631,0
100,3066,2749,0
101,5514,2403,0
102,1696,4431,5000
103,5295,2808,0
104,833,2175,0
105,1375,3053,10000
106,4541,1719,0
107,625,1879,0
108,330,2505,0
109,3923,1949,0
110,8018,1451,0
111,82,2486,0
112,3424,3065,0
113,992,2345,0
114,11536,1811,0
115,2969,2434,0
116,3270,2572,0
117,3214,2946,0
118,2914,3579,0
119,3618,2368,0
120,1193,1991,0
121,3647,2901,0
122,6472,2941,0
123,3413,2160,0
124,3734,3294,0
125,4443,2222,10000
126,8098,2329,35000
127,943,2926,0
128,2570,2288,0
129,8286,3613,0
130,2834,3179,0
131,1911,1754,0
132,5730,3479,0
133,6153,2258,0
134,111,1834,0
135,1453,2045,0
136,6866,1815,0
137,3079,3504,0
138,3917,2354,0
139,2776,1961,0
140,3738,1757,0
141,361,1827,0
142,3691,2559,0
143,768,2127,30000
144,1863,1515,0
145,2245,3616,0
146,5157,2385,0
147,8245,3091,40000
148,13250,2331,35000
149,4122,3081,0
150,1694,3266,0
151,5963,1615,40000
152,1008,3655,20000
153,50,2546,10000
154,3717,3454,0
155,1790,1780,0
156,11976,3253,25000
157,2947,1826,0
158,5012,2817,35000
159,10451,1652,0
160,8797,4337,40000
161,8035,3139,30000
162,50,955,0
163,6391,4663,5000
164,2283,1985,0
165,50,1087,0
166,4865,2544,0
167,3172,3030,5000
168,5411,1604,0
169,2721,3542,0
170,4255,4767,0
171,5189,4074,0
172,7233,2421,0
173,128,2526,0
174,740,2630,35000
175,187,1672,0
176,7971,1686,0
177,20,2891,0
178,348,2006,0
179,4700,2923,0
180,977,1423,0
181,305,1331,0
182,4049,2881,0
183,6840,1639,0
184,50,2208,0
185,4183,1104,0
186,20,660,0
187,7173,3461,0
188,3961,1919,0
189,431,2488,0
190,1042,2040,0
191,2404,2234,0
192,3637,1772,5000
193,20,2182,0
194,581,1791,0
195,5903,2677,0
196,2483,3161,0
197,1978,2203,0
198,1114,1195,0
199,1795,3059,0
200,4653,2206,0
201,3620,2773,0
202,1232,1566,0
203,2133,1926,0
204,10104,2888,40000
205,1302,2885,0
206,2709,1873,0
207,3339,3777,0
208,938,1999,0
209,3087,3192,0
210,1150,1822,0
211,1669,937,0
212,6003,3475,0
213,15082,3397,15000
214,4148,2049,0
215,3063,1720,0
216,4177,2003,5000
217,3175,2084,0
218,1851,2370,0
219,3287,2456,0
220,6803,2920,0
221,6593,3474,0
222,6979,1892,0
223,2542,2524,0
224,6172,3443,0
225,3020,2056,0
226,3740,2972,0
227,3572,2535,5000
228,2784,2526,0
229,4268,2236,0
230,4016,2518,0
231,2592,2468,0
232,2871,2997,0
233,5873,2094,0
234,3627,2295,0
235,2430,3406,0
236,2374,3431,5000
237,184,2416,0
238,3140,2754,0
239,1829,2079,0
240,2887,3510,0
241,2714,1917,0
242,4279,3211,0
243,2181,2296,0
244,2736,2490,0
245,11082,2545,0
246,1225,2002,0
247,1169,1857,0
248,464,1799,0
249,3467,1505,0
250,4715,2298,0
251,2890,1725,0
252,3316,3558,0
253,1882,2592,0
254,2494,2223,0
255,4970,3488,0
256,2425,2158,0
257,5107,1851,0
258,3464,2302,0
259,4147,2025,5000
260,992,1907,0
261,8881,2175,0
262,3147,2495,0
263,4454,2140,0
264,2224,1570,0
265,4622,2948,0
266,7267,2980,0
267,1690,2009,0
268,6268,4428,5000
269,3517,2283,0
270,4203,2505,0
271,2702,2056,0
272,5591,3076,0
273,8694,2500,0
274,1948,1503,0
275,5494,2410,0
276,4828,2568,0
277,3245,1740,0
278,5576,2025,0
279,2894,2105,0
280,5649,4492,0
281,2233,1778,0
282,2275,2588,0
283,4484,2983,0
284,1726,1913,0
285,3537,3789,5000
286,739,1764,0
287,5358,2683,0
288,1094,2665,0
289,1199,1958,0
290,223,2631,0
291,2633,2152,0
292,5097,1923,0
293,3446,1669,0
294,2448,2022,0
295,4028,1620,0
296,311,2370,0
297,5308,2191,0
298,799,982,0
299,4388,2185,0
300,382,2475,0
301,4776,1772,5000
302,3017,2917,0
303,1308,1469,0
304,2530,3748,0
305,8056,3121,0
306,2734,2313,5000
307,8697,2370,0
308,3576,2544,0
309,5918,2154,0
310,20,949,0
311,116,2146,0
312,50,2087,0
313,20,1509,0
314,623,2602,0
315,922,1745,0
316,8926,1316,0
317,2473,2587,0
318,2750,2399,0
319,1772,2108,0
320,2567,1498,0
321,50,2309,0
322,50,1431,0
323,166,1843,0
324,6039,3937,0
325,3253,1364,0
326,5062,2334,0
327,6211,2863,0
328,161,2267,0
329,989,2945,0
