Iteration,BurnCost,MoveCost,AgentDeathPenalty
0,15103,1046,5000
1,11684,150,5000
2,1508,1226,0
3,5237,407,5000
4,6212,1382,0
5,8364,1013,5000
6,7222,457,5000
7,1977,834,0
8,325,560,5000
9,765,797,5000
10,5576,267,5000
11,3523,613,5000
12,12258,1835,0
13,4232,954,0
14,7827,1029,5000
15,148,168,0
16,1080,426,0
17,10862,1138,0
18,9184,511,0
19,1735,1071,0
20,6882,1084,0
21,8077,1471,0
22,10688,818,0
23,13342,1362,5000
24,3205,848,0
25,50,353,5000
26,5856,1184,0
27,5351,382,5000
28,9676,1384,5000
29,9619,939,0
30,11318,370,5000
31,14566,500,5000
32,8071,1436,5000
33,50,695,0
34,235,860,0
35,221,677,0
36,4659,917,0
37,6046,1110,5000
38,612,800,0
39,50,605,0
40,10699,696,5000
41,7266,647,0
42,1279,500,5000
43,10393,1023,0
44,5998,814,0
45,2813,746,0
46,2791,559,5000
47,5487,1029,0
48,6346,761,0
49,10741,1780,0
50,11950,805,5000
51,475,1337,0
52,3077,1034,0
53,5445,1055,0
54,12469,1731,0
55,47,302,0
56,1430,890,0
57,786,715,0
58,161,416,0
59,12617,627,5000
60,13127,1120,5000
61,3192,879,0
62,9430,1370,0
63,15522,335,5000
64,11348,473,5000
65,3372,706,0
66,7513,1392,0
67,5424,1066,0
68,6684,1989,0
69,5589,1001,0
70,3334,954,0
71,20,645,5000
72,669,188,5000
73,3554,1019,0
74,11330,410,5000
75,3792,187,5000
76,2609,1189,0
77,7360,1348,0
78,10916,1306,0
79,5235,906,0
80,5573,895,0
81,11339,308,5000
82,452,423,0
83,2679,444,0
84,1016,806,5000
85,1023,711,0
86,759,1027,5000
87,1060,684,0
88,4048,1290,5000
89,7359,968,0
90,5803,754,5000
91,1228,881,0
92,860,689,0
93,1823,780,0
94,7541,530,5000
95,527,595,0
96,12952,365,5000
97,10829,714,0
98,20,180,5000
99,14393,417,5000
100,2938,1126,0
101,8811,560,5000
102,12697,1328,5000
103,12420,700,5000
104,616,684,0
105,6736,907,0
106,111,491,0
107,10277,728,5000
108,118,799,0
109,8919,465,0
110,8025,618,0
111,82,407,0
112,13183,1051,5000
113,4955,1294,5000
114,2610,861,0
115,5403,1200,0
116,8622,1139,0
117,4241,1338,5000
118,10733,1507,0
119,1825,567,0
120,7011,691,0
121,9091,540,5000
122,9443,773,5000
123,3403,726,0
124,11061,410,5000
125,4370,1132,0
126,8491,632,5000
127,13122,1901,0
128,15230,335,5000
129,14967,413,5000
130,1668,1162,0
131,1830,758,0
132,10166,888,5000
133,6411,706,0
134,7647,378,5000
135,1337,783,0
136,7209,216,5000
137,5363,770,5000
138,3573,777,0
139,5326,497,5000
140,8849,877,0
141,361,547,0
142,6469,1181,0
143,1668,626,0
144,5769,536,0
145,11259,1011,5000
146,1580,1253,0
147,6738,1347,0
148,1076,1311,0
149,3696,1013,0
150,1299,1043,0
151,7576,826,0
152,6477,931,0
153,13332,1076,5000
154,12841,849,5000
155,987,1005,0
156,11598,881,5000
157,3160,204,5000
158,7236,439,5000
159,1932,816,0
160,13675,1768,0
161,8056,546,5000
162,5257,1245,0
163,7211,1482,0
164,6909,826,0
165,803,1420,0
166,8533,1160,5000
167,4973,1027,0
168,3723,826,0
169,8775,209,5000
170,10352,1571,0
171,13167,617,5000
172,8337,1447,0
173,5169,1613,0
174,7770,966,0
175,1473,1033,0
176,5306,1329,5000
177,260,1575,0
178,4599,1094,5000
179,12051,1811,0
180,1633,506,0
181,4023,930,0
182,8386,1434,0
183,6353,1153,0
184,5759,1446,0
185,1434,486,0
186,1103,699,0
187,9382,742,5000
188,2904,759,5000
189,7070,1248,0
190,1574,911,0
191,3921,1024,0
192,7925,602,5000
193,20,1455,0
194,9694,452,5000
195,11796,458,5000
196,11479,664,5000
197,1864,1222,0
198,1740,505,0
199,9131,951,5000
200,2156,1181,0
201,8765,287,5000
202,4289,823,0
203,3457,861,0
204,9866,1167,5000
205,1170,756,0
206,8036,971,5000
207,18235,1495,5000
208,8115,1351,0
209,5142,1386,0
210,1618,883,0
211,1669,458,0
212,3513,1442,0
213,15439,1668,5000
214,50,760,0
215,93,687,0
216,137,597,0
217,50,445,0
218,6135,533,5000
219,11991,370,5000
220,11120,595,5000
221,8339,1507,0
222,4264,1071,0
223,3801,1135,0
224,8264,1341,0
225,4624,867,0
226,5246,1274,0
227,12038,819,5000
228,9694,1120,0
229,4231,965,0
230,7399,961,0
231,10086,353,5000
232,4836,1589,5000
233,1651,1222,0
234,9883,810,5000
235,13377,565,5000
236,6931,1186,5000
237,950,1058,0
238,8037,372,5000
239,1829,671,0
240,12105,1401,0
241,7856,1347,5000
242,8173,1516,0
243,2128,917,0
244,2855,901,0
245,2752,1315,0
246,4378,919,0
247,5288,782,0
248,5477,1018,0
249,3459,664,0
250,4230,1089,0
251,2890,538,0
252,10213,1159,0
253,3098,989,0
254,5188,809,0
255,15693,1641,5000
256,3954,1073,0
257,5036,1016,0
258,6928,1140,0
259,4116,797,0
260,664,662,0
261,8735,650,0
262,1921,1290,0
263,4011,1109,0
264,2279,565,5000
265,4258,1363,0
266,5228,1517,0
267,1689,964,0
268,14351,800,5000
269,11208,841,5000
270,4280,732,0
271,9073,472,5000
272,8891,810,0
273,10136,491,5000
274,1868,620,5000
275,5316,984,0
276,4601,1019,0
277,4126,573,0
278,5554,942,0
279,3638,1067,0
280,9378,1736,5000
281,2007,677,0
282,5935,1342,0
283,2579,1306,0
284,2195,868,0
285,4402,1544,0
286,689,527,0
287,4280,1561,0
288,9478,658,5000
289,3511,420,5000
290,5667,891,0
291,1690,890,0
292,4751,928,0
293,3496,639,5000
294,2772,985,5000
295,3554,771,0
296,5194,1122,0
297,14541,565,5000
298,799,260,0
299,1755,1070,0
300,50,774,0
301,4654,613,5000
302,7654,1091,0
303,1436,617,0
304,12696,1214,5000
305,859,1085,0
306,6825,462,5000
307,9229,237,5000
308,3963,1002,0
309,5849,915,0
310,20,823,0
311,9795,1032,0
312,528,1026,0
313,12240,491,0
314,8455,471,5000
315,3399,285,5000
316,50,719,0
317,5263,544,0
318,2368,1019,0
319,5075,605,0
320,1440,726,0
321,1489,1072,0
322,3955,1058,0
323,12745,553,0
324,9072,1455,0
325,1683,743,0
326,10902,441,5000
327,7187,1385,0
328,3567,965,0
329,5398,1344,0
330,6322,997,0
331,7930,1145,0
332,944,697,0
333,16929,1058,5000
334,6164,1374,0
335,5558,1207,0
336,6325,1124,5000
337,3045,1217,0
338,5755,1271,0
339,5248,1279,0
340,12197,456,5000
341,3654,1124,0
342,5267,1517,0
343,6222,351,5000
344,1858,1136,0
345,6569,1092,5000
346,6614,1203,0
347,2555,725,0
348,9569,1569,0
349,1003,854,0
350,493,1103,0
351,12745,991,5000
352,7407,1004,0
353,8074,1253,0
354,9949,1152,0
355,7345,1180,5000
356,5164,1349,0
357,4627,923,5000
358,342,663,0
359,12129,233,5000
360,1479,1045,0
361,2952,1272,5000
362,5744,966,0
363,20,1030,0
364,6422,1597,0
365,7113,1274,0
366,2052,1379,0
367,2206,490,0
368,6234,881,5000
369,7274,1438,0
370,1829,1141,0
371,143,1301,0
372,917,439,5000
373,3435,938,0
374,13176,787,5000
375,1508,1302,0
376,11312,1738,0
377,8288,388,5000
378,7001,1062,0
379,9828,1775,0
380,6177,1147,0
381,4638,1108,0
382,4237,796,5000
383,744,763,0
384,2575,783,5000
