Iteration,BurnCost,MoveCost,AgentDeathPenalty
0,1218,1319,0
1,11471,489,0
2,7138,917,0
3,6025,123,5000
4,4362,1175,0
5,9244,1342,0
6,6260,703,5000
7,2676,637,0
8,10037,744,0
9,7711,608,5000
10,2936,881,0
11,2382,763,0
12,11788,1886,0
13,2425,788,0
14,2075,1151,5000
15,254,89,5000
16,1567,661,5000
17,11158,582,5000
18,9453,115,5000
19,137,841,0
20,12363,824,0
21,110,696,0
22,11261,290,5000
23,5318,1161,5000
24,3341,730,0
25,50,872,0
26,1650,559,0
27,5050,696,0
28,15035,270,5000
29,7481,1263,0
30,6853,834,0
31,14006,1070,5000
32,4853,1048,5000
33,4801,244,5000
34,3569,1336,0
35,6933,1226,0
36,14854,1000,5000
37,6560,1164,0
38,8068,420,5000
39,7164,1014,0
40,8690,1168,0
41,7592,308,5000
42,659,675,0
43,10928,645,5000
44,6378,616,0
45,2836,818,0
46,1646,882,0
47,8567,354,5000
48,4497,430,5000
49,12748,1177,5000
50,11622,1270,0
51,475,1413,0
52,5010,1121,0
53,5327,1321,0
54,10689,1460,0
55,72,308,0
56,4202,1144,5000
57,166,640,0
58,222,507,0
59,12785,639,5000
60,12303,1581,0
61,110,317,0
62,11125,660,5000
63,8276,1585,0
64,2879,1152,0
65,3369,658,0
66,10252,1060,5000
67,2965,1148,0
68,8074,2013,0
69,5595,1023,0
70,3115,1123,0
71,20,1270,0
72,719,622,0
73,9253,394,5000
74,10762,1009,5000
75,20,262,0
76,6443,340,5000
77,11750,906,0
78,2698,1047,5000
79,5778,540,5000
80,4973,850,0
81,10765,1027,5000
82,2186,276,5000
83,2735,478,0
84,1512,929,0
85,6912,699,0
86,2116,1190,0
87,1637,502,0
88,5943,1722,0
89,7438,849,0
90,1960,1062,0
91,1225,917,0
92,1495,570,0
93,8531,888,0
94,5530,1436,0
95,1440,735,0
96,5986,1001,0
97,10412,1066,5000
98,20,1147,0
99,8198,1513,0
100,7570,1243,0
101,5214,945,0
102,14807,1840,0
103,3184,1268,0
104,1471,855,0
105,1364,1196,0
106,343,597,0
107,2068,750,0
108,2798,978,0
109,2113,621,0
110,8227,311,5000
111,82,743,0
112,1788,1348,0
113,5680,1087,0
114,2317,850,0
115,755,1086,0
116,8587,1333,0
117,3713,1237,0
118,1637,1068,0
119,7574,190,5000
120,7086,749,0
121,2661,1123,0
122,2777,1331,0
123,3349,855,0
124,9665,1541,5000
125,108,550,0
126,4988,853,0
127,16351,711,5000
128,4293,1341,0
129,11823,1295,5000
130,5164,815,0
131,1256,709,0
132,13879,1112,0
133,2110,896,0
134,7723,501,5000
135,4337,381,5000
136,2299,839,0
137,4458,1362,0
138,945,878,0
139,6465,436,5000
140,8846,731,5000
141,311,290,0
142,6855,1155,0
143,1087,681,0
144,5707,522,0
145,11634,919,0
146,4555,1389,0
147,1495,1431,5000
148,9774,1142,5000
149,11135,430,5000
150,5487,1597,0
151,8312,512,5000
152,3042,947,0
153,11402,1220,5000
154,341,938,0
155,916,439,5000
156,7223,1389,0
157,2992,562,0
158,7075,616,5000
159,171,608,0
160,14780,978,0
161,8229,440,5000
162,959,839,0
163,11134,711,0
164,6883,573,0
165,448,866,0
166,8873,780,0
167,280,855,0
168,4596,794,0
169,8089,981,0
170,10952,685,5000
171,12502,1532,5000
172,7237,1046,0
173,7952,1597,0
174,4700,1050,0
175,5692,1590,0
176,5903,1231,0
177,260,1160,5000
178,1109,1264,0
179,12370,779,5000
180,1633,546,0
181,3847,825,0
182,6972,1170,0
183,5737,1121,0
184,6929,1279,0
185,3982,638,0
186,6114,653,5000
187,5334,1471,0
188,2738,896,0
189,10864,1498,0
190,2114,904,0
191,7583,1264,0
192,5686,932,0
193,20,1390,0
194,1092,1300,0
195,5528,1066,0
196,6379,1548,0
197,10370,658,5000
198,1734,647,0
199,8441,1343,0
200,6939,704,5000
201,7542,1221,0
202,4453,333,5000
203,2359,1023,0
204,12423,1041,5000
205,10780,258,5000
206,11835,892,5000
207,17667,2015,0
208,10448,425,5000
209,4444,1577,0
210,650,626,0
211,1391,594,0
212,12241,450,5000
213,15625,1311,5000
214,9250,1233,5000
215,11029,844,0
216,79,407,5000
217,4854,515,5000
218,6031,583,5000
219,107,691,0
220,4528,962,5000
221,12848,804,5000
222,4230,973,0
223,3740,964,0
224,8864,1547,5000
225,4390,1120,0
226,5068,1253,0
227,3245,1051,0
228,9589,1161,0
229,1698,957,0
230,7066,1127,0
231,5533,1039,0
232,3026,1384,0
233,5734,1151,0
234,8224,815,5000
235,5458,1462,0
236,4425,1817,0
237,950,932,5000
238,7459,1121,0
239,1526,692,0
240,12070,1444,0
241,4119,1150,0
242,8173,1456,0
243,2181,978,0
244,2743,833,0
245,6687,1082,5000
246,4347,732,0
247,5388,748,5000
248,1808,1046,0
249,3459,617,0
250,3847,1177,0
251,2890,638,0
252,10036,1258,0
253,3113,1040,0
254,3554,928,0
255,9827,1917,0
256,3891,930,0
257,11069,355,5000
258,7421,267,5000
259,3876,1257,0
260,1020,235,5000
261,8581,433,5000
262,10032,1288,0
263,3925,1293,0
264,2160,736,0
265,3526,1628,0
266,7791,1398,0
267,1689,1151,0
268,7074,1763,0
269,6427,819,0
270,4295,967,0
271,7547,1006,0
272,5145,1410,0
273,9212,881,0
274,1998,837,0
275,7760,362,5000
276,5547,889,0
277,4003,806,0
278,6990,819,0
279,6923,752,5000
280,5363,1895,0
281,4799,921,0
282,6551,482,5000
283,6196,1467,0
284,3461,1063,0
285,10198,1437,0
286,672,738,0
287,4439,1263,0
